log_id,customer_id,usedate
L00000049128498,HI914925,2018-10-31
L00000049128499,HI919320,2018-10-31
L00000049128500,HI926833,2018-10-31
L00000049128501,HI959268,2018-10-31
L00000049128502,HI981240,2018-10-31
L00000049128503,HI994023,2018-10-31
L00000049128504,HI995135,2018-10-31
L00000049128505,IK004670,2018-10-31
L00000049128506,IK013644,2018-10-31
L00000049128507,IK042838,2018-10-31
L00000049128508,IK058141,2018-10-31
L00000049128509,IK059803,2018-10-31
L00000049128510,IK061665,2018-10-31
L00000049128511,IK073126,2018-10-31
L00000049128512,IK086599,2018-10-31
L00000049128513,IK087573,2018-10-31
L00000049128514,IK096992,2018-10-31
L00000049128515,IK112757,2018-10-31
L00000049128516,IK130171,2018-10-31
L00000049128517,IK142972,2018-10-31
L00000049128518,IK158306,2018-10-31
L00000049128519,IK228318,2018-10-31
L00000049128520,IK236489,2018-10-31
L00000049128521,IK258132,2018-10-31
L00000049128522,IK266585,2018-10-31
L00000049128523,IK271057,2018-10-31
L00000049128524,IK274884,2018-10-31
L00000049128525,IK286995,2018-10-31
L00000049128526,IK287071,2018-10-31
L00000049128527,IK297680,2018-10-31
L00000049128528,IK297810,2018-10-31
L00000049128529,IK320222,2018-10-31
L00000049128530,IK352765,2018-10-31
L00000049128531,IK364005,2018-10-31
L00000049128532,IK391344,2018-10-31
L00000049128533,IK429683,2018-10-31
L00000049128534,IK452215,2018-10-31
L00000049128535,IK491887,2018-10-31
L00000049128536,IK560941,2018-10-31
L00000049128537,IK562556,2018-10-31
L00000049128538,IK582567,2018-10-31
L00000049128539,IK584824,2018-10-31
L00000049128540,IK595706,2018-10-31
L00000049128541,IK608489,2018-10-31
L00000049128542,IK619199,2018-10-31
L00000049128543,IK620970,2018-10-31
L00000049128544,IK638789,2018-10-31
L00000049128545,IK642724,2018-10-31
L00000049128546,IK644445,2018-10-31
L00000049128547,IK660380,2018-10-31
L00000049128548,IK670283,2018-10-31
L00000049128549,IK695797,2018-10-31
L00000049128550,IK701555,2018-10-31
L00000049128551,IK732196,2018-10-31
L00000049128552,IK747199,2018-10-31
L00000049128553,IK750625,2018-10-31
L00000049128554,IK751998,2018-10-31
L00000049128555,IK755553,2018-10-31
L00000049128556,IK758927,2018-10-31
L00000049128557,IK761183,2018-10-31
L00000049128558,IK779828,2018-10-31
L00000049128559,IK802122,2018-10-31
L00000049128560,IK802877,2018-10-31
L00000049128561,IK810639,2018-10-31
L00000049128562,IK862574,2018-10-31
L00000049128563,IK874524,2018-10-31
L00000049128564,IK902787,2018-10-31
L00000049128565,IK905330,2018-10-31
L00000049128566,IK907713,2018-10-31
L00000049128567,IK931165,2018-10-31
L00000049128568,IK953897,2018-10-31
L00000049128569,IK967528,2018-10-31
L00000049128570,IK972922,2018-10-31
L00000049128571,IK980980,2018-10-31
L00000049128572,IK988092,2018-10-31
L00000049128573,OA003002,2018-10-31
L00000049128574,OA025439,2018-10-31
L00000049128575,OA030221,2018-10-31
L00000049128576,OA038299,2018-10-31
L00000049128577,OA054208,2018-10-31
L00000049128578,OA072075,2018-10-31
L00000049128579,OA076575,2018-10-31
L00000049128580,OA082783,2018-10-31
L00000049128581,OA101976,2018-10-31
L00000049128582,OA108854,2018-10-31
L00000049128583,OA124956,2018-10-31
L00000049128584,OA131146,2018-10-31
L00000049128585,OA152457,2018-10-31
L00000049128586,OA162065,2018-10-31
L00000049128587,OA166132,2018-10-31
L00000049128588,OA181958,2018-10-31
L00000049128589,OA182166,2018-10-31
L00000049128590,OA190016,2018-10-31
L00000049128591,OA212271,2018-10-31
L00000049128592,OA245705,2018-10-31
L00000049128593,OA283367,2018-10-31
L00000049128594,OA286310,2018-10-31
L00000049128595,OA295880,2018-10-31
L00000049128596,OA298480,2018-10-31
L00000049128597,OA311004,2018-10-31
L00000049128598,OA327486,2018-10-31
L00000049128599,OA336650,2018-10-31
L00000049128600,OA368057,2018-10-31
L00000049128601,OA369571,2018-10-31
L00000049128602,OA383490,2018-10-31
L00000049128603,OA386824,2018-10-31
L00000049128604,OA389068,2018-10-31
L00000049128605,OA396265,2018-10-31
L00000049128606,OA398636,2018-10-31
L00000049128607,OA405652,2018-10-31
L00000049128608,OA427655,2018-10-31
L00000049128609,OA470195,2018-10-31
L00000049128610,OA483899,2018-10-31
L00000049128611,OA501813,2018-10-31
L00000049128612,OA546013,2018-10-31
L00000049128613,OA564685,2018-10-31
L00000049128614,OA574788,2018-10-31
L00000049128615,OA575659,2018-10-31
L00000049128616,OA578672,2018-10-31
L00000049128617,OA613034,2018-10-31
L00000049128618,OA640152,2018-10-31
L00000049128619,OA657660,2018-10-31
L00000049128620,OA672463,2018-10-31
L00000049128621,OA694533,2018-10-31
L00000049128622,OA701687,2018-10-31
L00000049128623,OA704361,2018-10-31
L00000049128624,OA705805,2018-10-31
L00000049128625,OA735216,2018-10-31
L00000049128626,OA760582,2018-10-31
L00000049128627,OA761455,2018-10-31
L00000049128628,OA790739,2018-10-31
L00000049128629,OA803393,2018-10-31
L00000049128630,OA805868,2018-10-31
L00000049128631,OA818666,2018-10-31
L00000049128632,OA842166,2018-10-31
L00000049128633,OA855863,2018-10-31
L00000049128634,OA861332,2018-10-31
L00000049128635,OA911569,2018-10-31
L00000049128636,OA930488,2018-10-31
L00000049128637,OA931177,2018-10-31
L00000049128638,OA933190,2018-10-31
L00000049128639,OA952474,2018-10-31
L00000049128640,OA959837,2018-10-31
L00000049128641,OA979523,2018-10-31
L00000049128642,OA981416,2018-10-31
L00000049128643,OA999412,2018-10-31
L00000049128644,PL011734,2018-10-31
L00000049128645,PL013000,2018-10-31
L00000049128646,PL018417,2018-10-31
L00000049128647,PL042341,2018-10-31
L00000049128648,PL043142,2018-10-31
L00000049128649,PL112670,2018-10-31
L00000049128650,PL130829,2018-10-31
L00000049128651,PL136393,2018-10-31
L00000049128652,PL163967,2018-10-31
L00000049128653,PL197632,2018-10-31
L00000049128654,PL249996,2018-10-31
L00000049128655,PL251182,2018-10-31
L00000049128656,PL255830,2018-10-31
L00000049128657,PL270116,2018-10-31
L00000049128658,PL305915,2018-10-31
L00000049128659,PL322930,2018-10-31
L00000049128660,PL329312,2018-10-31
L00000049128661,PL353504,2018-10-31
L00000049128662,PL367795,2018-10-31
L00000049128663,PL374717,2018-10-31
L00000049128664,PL381656,2018-10-31
L00000049128665,PL400427,2018-10-31
L00000049128666,PL432893,2018-10-31
L00000049128667,PL471805,2018-10-31
L00000049128668,PL481814,2018-10-31
L00000049128669,PL494564,2018-10-31
L00000049128670,PL495290,2018-10-31
L00000049128671,PL500772,2018-10-31
L00000049128672,PL505013,2018-10-31
L00000049128673,PL552906,2018-10-31
L00000049128674,PL563502,2018-10-31
L00000049128675,PL572723,2018-10-31
L00000049128676,PL573375,2018-10-31
L00000049128677,PL576453,2018-10-31
L00000049128678,PL577070,2018-10-31
L00000049128679,PL617565,2018-10-31
L00000049128680,PL622205,2018-10-31
L00000049128681,PL636860,2018-10-31
L00000049128682,PL639331,2018-10-31
L00000049128683,PL650353,2018-10-31
L00000049128684,PL652437,2018-10-31
L00000049128685,PL682733,2018-10-31
L00000049128686,PL697202,2018-10-31
L00000049128687,PL709791,2018-10-31
L00000049128688,PL712561,2018-10-31
L00000049128689,PL732008,2018-10-31
L00000049128690,PL806332,2018-10-31
L00000049128691,PL825454,2018-10-31
L00000049128692,PL833813,2018-10-31
L00000049128693,PL844948,2018-10-31
L00000049128694,PL863680,2018-10-31
L00000049128695,PL865678,2018-10-31
L00000049128696,PL867163,2018-10-31
L00000049128697,PL877142,2018-10-31
L00000049128698,PL900188,2018-10-31
L00000049128699,PL907705,2018-10-31
L00000049128700,PL912172,2018-10-31
L00000049128701,PL928545,2018-10-31
L00000049128702,PL929101,2018-10-31
L00000049128703,PL941345,2018-10-31
L00000049128704,PL944541,2018-10-31
L00000049128705,PL967244,2018-10-31
L00000049128706,PL969360,2018-10-31
L00000049128707,PL978177,2018-10-31
L00000049128708,PL980001,2018-10-31
L00000049128709,PL998358,2018-10-31
L00000049128710,TS002058,2018-10-31
L00000049128711,TS011777,2018-10-31
L00000049128712,TS012757,2018-10-31
L00000049128713,TS032043,2018-10-31
L00000049128714,TS034873,2018-10-31
L00000049128715,TS038130,2018-10-31
L00000049128716,TS039078,2018-10-31
L00000049128717,TS052320,2018-10-31
L00000049128718,TS068618,2018-10-31
L00000049128719,TS068752,2018-10-31
L00000049128720,TS098760,2018-10-31
L00000049128721,TS150659,2018-10-31
L00000049128722,TS169717,2018-10-31
L00000049128723,TS174464,2018-10-31
L00000049128724,TS181112,2018-10-31
L00000049128725,TS190609,2018-10-31
L00000049128726,TS203709,2018-10-31
L00000049128727,TS217776,2018-10-31
L00000049128728,TS219429,2018-10-31
L00000049128729,TS220587,2018-10-31
L00000049128730,TS231098,2018-10-31
L00000049128731,TS244750,2018-10-31
L00000049128732,TS290936,2018-10-31
L00000049128733,TS294433,2018-10-31
L00000049128734,TS310889,2018-10-31
L00000049128735,TS311478,2018-10-31
L00000049128736,TS331765,2018-10-31
L00000049128737,TS332691,2018-10-31
L00000049128738,TS342811,2018-10-31
L00000049128739,TS357747,2018-10-31
L00000049128740,TS386881,2018-10-31
L00000049128741,TS396028,2018-10-31
L00000049128742,TS414581,2018-10-31
L00000049128743,TS420499,2018-10-31
L00000049128744,TS448652,2018-10-31
L00000049128745,TS456293,2018-10-31
L00000049128746,TS493191,2018-10-31
L00000049128747,TS515806,2018-10-31
L00000049128748,TS520001,2018-10-31
L00000049128749,TS536483,2018-10-31
L00000049128750,TS541856,2018-10-31
L00000049128751,TS569032,2018-10-31
L00000049128752,TS569600,2018-10-31
L00000049128753,TS578667,2018-10-31
L00000049128754,TS594841,2018-10-31
L00000049128755,TS598570,2018-10-31
L00000049128756,TS602789,2018-10-31
L00000049128757,TS624020,2018-10-31
L00000049128758,TS633741,2018-10-31
L00000049128759,TS660622,2018-10-31
L00000049128760,TS667330,2018-10-31
L00000049128761,TS695571,2018-10-31
L00000049128762,TS703441,2018-10-31
L00000049128763,TS716955,2018-10-31
L00000049128764,TS736914,2018-10-31
L00000049128765,TS744630,2018-10-31
L00000049128766,TS752925,2018-10-31
L00000049128767,TS753554,2018-10-31
L00000049128768,TS790872,2018-10-31
L00000049128769,TS798789,2018-10-31
L00000049128770,TS837650,2018-10-31
L00000049128771,TS859365,2018-10-31
L00000049128772,TS870228,2018-10-31
L00000049128773,TS895361,2018-10-31
L00000049128774,TS904692,2018-10-31
L00000049128775,TS917520,2018-10-31
L00000049128776,TS931749,2018-10-31
L00000049128777,TS935837,2018-10-31
L00000049128778,TS938916,2018-10-31
L00000049128779,TS948747,2018-10-31
L00000049128780,TS949361,2018-10-31
L00000049128781,TS953790,2018-10-31
L00000049128782,TS959147,2018-10-31
L00000049128783,TS963437,2018-10-31
L00000049128784,TS982817,2018-10-31
L00000049128785,AS031206,2018-11-01
L00000049128786,AS057808,2018-11-01
L00000049128787,AS071660,2018-11-01
L00000049128788,AS073168,2018-11-01
L00000049128789,AS090627,2018-11-01
L00000049128790,AS108507,2018-11-01
L00000049128791,AS141460,2018-11-01
L00000049128792,AS172434,2018-11-01
L00000049128793,AS175707,2018-11-01
L00000049128794,AS176615,2018-11-01
L00000049128795,AS193568,2018-11-01
L00000049128796,AS207011,2018-11-01
L00000049128797,AS212221,2018-11-01
L00000049128798,AS220726,2018-11-01
L00000049128799,AS235724,2018-11-01
L00000049128800,AS258098,2018-11-01
L00000049128801,AS280807,2018-11-01
L00000049128802,AS280969,2018-11-01
L00000049128803,AS282618,2018-11-01
L00000049128804,AS288339,2018-11-01
L00000049128805,AS288569,2018-11-01
L00000049128806,AS342526,2018-11-01
L00000049128807,AS352209,2018-11-01
L00000049128808,AS353422,2018-11-01
L00000049128809,AS356812,2018-11-01
L00000049128810,AS385315,2018-11-01
L00000049128811,AS390441,2018-11-01
L00000049128812,AS408690,2018-11-01
L00000049128813,AS417148,2018-11-01
L00000049128814,AS475839,2018-11-01
L00000049128815,AS476267,2018-11-01
L00000049128816,AS494168,2018-11-01
L00000049128817,AS495117,2018-11-01
L00000049128818,AS499352,2018-11-01
L00000049128819,AS515526,2018-11-01
L00000049128820,AS516140,2018-11-01
L00000049128821,AS548544,2018-11-01
L00000049128822,AS577195,2018-11-01
L00000049128823,AS581751,2018-11-01
L00000049128824,AS582607,2018-11-01
L00000049128825,AS609865,2018-11-01
L00000049128826,AS614406,2018-11-01
L00000049128827,AS662285,2018-11-01
L00000049128828,AS693220,2018-11-01
L00000049128829,AS706877,2018-11-01
L00000049128830,AS726714,2018-11-01
L00000049128831,AS744154,2018-11-01
L00000049128832,AS760415,2018-11-01
L00000049128833,AS771185,2018-11-01
L00000049128834,AS772036,2018-11-01
L00000049128835,AS779956,2018-11-01
L00000049128836,AS799981,2018-11-01
L00000049128837,AS818410,2018-11-01
L00000049128838,AS834706,2018-11-01
L00000049128839,AS840069,2018-11-01
L00000049128840,AS868124,2018-11-01
L00000049128841,AS879331,2018-11-01
L00000049128842,AS918302,2018-11-01
L00000049128843,AS945488,2018-11-01
L00000049128844,AS977127,2018-11-01
L00000049128845,GD030141,2018-11-01
L00000049128846,GD045563,2018-11-01
L00000049128847,GD070247,2018-11-01
L00000049128848,GD083655,2018-11-01
L00000049128849,GD084870,2018-11-01
L00000049128850,GD086932,2018-11-01
L00000049128851,GD099906,2018-11-01
L00000049128852,GD109842,2018-11-01
L00000049128853,GD114852,2018-11-01
L00000049128854,GD141355,2018-11-01
L00000049128855,GD172600,2018-11-01
L00000049128856,GD198467,2018-11-01
L00000049128857,GD227601,2018-11-01
L00000049128858,GD235669,2018-11-01
L00000049128859,GD257285,2018-11-01
L00000049128860,GD292406,2018-11-01
L00000049128861,GD296025,2018-11-01
L00000049128862,GD311895,2018-11-01
L00000049128863,GD323300,2018-11-01
L00000049128864,GD362869,2018-11-01
L00000049128865,GD375940,2018-11-01
L00000049128866,GD376049,2018-11-01
L00000049128867,GD387236,2018-11-01
L00000049128868,GD398206,2018-11-01
L00000049128869,GD492710,2018-11-01
L00000049128870,GD516585,2018-11-01
L00000049128871,GD518115,2018-11-01
L00000049128872,GD574013,2018-11-01
L00000049128873,GD575423,2018-11-01
L00000049128874,GD620805,2018-11-01
L00000049128875,GD628310,2018-11-01
L00000049128876,GD629291,2018-11-01
L00000049128877,GD648354,2018-11-01
L00000049128878,GD665518,2018-11-01
L00000049128879,GD700613,2018-11-01
L00000049128880,GD719151,2018-11-01
L00000049128881,GD728611,2018-11-01
L00000049128882,GD749335,2018-11-01
L00000049128883,GD751187,2018-11-01
L00000049128884,GD766190,2018-11-01
L00000049128885,GD788422,2018-11-01
L00000049128886,GD843695,2018-11-01
L00000049128887,GD852474,2018-11-01
L00000049128888,GD864253,2018-11-01
L00000049128889,GD866704,2018-11-01
L00000049128890,GD880007,2018-11-01
L00000049128891,GD885447,2018-11-01
L00000049128892,GD893916,2018-11-01
L00000049128893,GD903750,2018-11-01
L00000049128894,GD913324,2018-11-01
L00000049128895,GD931906,2018-11-01
L00000049128896,GD969635,2018-11-01
L00000049128897,GD991251,2018-11-01
L00000049128898,HD019297,2018-11-01
L00000049128899,HD030810,2018-11-01
L00000049128900,HD048025,2018-11-01
L00000049128901,HD055368,2018-11-01
L00000049128902,HD058348,2018-11-01
L00000049128903,HD069655,2018-11-01
L00000049128904,HD069769,2018-11-01
L00000049128905,HD084175,2018-11-01
L00000049128906,HD096925,2018-11-01
L00000049128907,HD112851,2018-11-01
L00000049128908,HD124700,2018-11-01
L00000049128909,HD160543,2018-11-01
L00000049128910,HD166317,2018-11-01
L00000049128911,HD194702,2018-11-01
L00000049128912,HD200782,2018-11-01
L00000049128913,HD205494,2018-11-01
L00000049128914,HD214175,2018-11-01
L00000049128915,HD219882,2018-11-01
L00000049128916,HD263348,2018-11-01
L00000049128917,HD286424,2018-11-01
L00000049128918,HD300844,2018-11-01
L00000049128919,HD314081,2018-11-01
L00000049128920,HD332594,2018-11-01
L00000049128921,HD378274,2018-11-01
L00000049128922,HD412432,2018-11-01
L00000049128923,HD424190,2018-11-01
L00000049128924,HD426886,2018-11-01
L00000049128925,HD434034,2018-11-01
L00000049128926,HD455858,2018-11-01
L00000049128927,HD459890,2018-11-01
L00000049128928,HD465982,2018-11-01
L00000049128929,HD477288,2018-11-01
L00000049128930,HD484088,2018-11-01
L00000049128931,HD487976,2018-11-01
L00000049128932,HD493357,2018-11-01
L00000049128933,HD552859,2018-11-01
L00000049128934,HD559223,2018-11-01
L00000049128935,HD615996,2018-11-01
L00000049128936,HD619719,2018-11-01
L00000049128937,HD634356,2018-11-01
L00000049128938,HD642174,2018-11-01
L00000049128939,HD651604,2018-11-01
L00000049128940,HD653952,2018-11-01
L00000049128941,HD692017,2018-11-01
L00000049128942,HD708558,2018-11-01
L00000049128943,HD712372,2018-11-01
L00000049128944,HD722558,2018-11-01
L00000049128945,HD722956,2018-11-01
L00000049128946,HD724425,2018-11-01
L00000049128947,HD727444,2018-11-01
L00000049128948,HD744684,2018-11-01
L00000049128949,HD745359,2018-11-01
L00000049128950,HD769845,2018-11-01
L00000049128951,HD837482,2018-11-01
L00000049128952,HD842881,2018-11-01
L00000049128953,HD875558,2018-11-01
L00000049128954,HD888412,2018-11-01
L00000049128955,HD893931,2018-11-01
L00000049128956,HD896111,2018-11-01
L00000049128957,HD930692,2018-11-01
L00000049128958,HD982934,2018-11-01
L00000049128959,HD988129,2018-11-01
L00000049128960,HD994980,2018-11-01
L00000049128961,HI001877,2018-11-01
L00000049128962,HI013029,2018-11-01
L00000049128963,HI014891,2018-11-01
L00000049128964,HI024535,2018-11-01
L00000049128965,HI027437,2018-11-01
L00000049128966,HI059355,2018-11-01
L00000049128967,HI077107,2018-11-01
L00000049128968,HI099779,2018-11-01
L00000049128969,HI101829,2018-11-01
L00000049128970,HI107999,2018-11-01
L00000049128971,HI109765,2018-11-01
L00000049128972,HI113055,2018-11-01
L00000049128973,HI118782,2018-11-01
L00000049128974,HI145167,2018-11-01
L00000049128975,HI151922,2018-11-01
L00000049128976,HI154843,2018-11-01
L00000049128977,HI183847,2018-11-01
L00000049128978,HI184156,2018-11-01
L00000049128979,HI205526,2018-11-01
L00000049128980,HI207536,2018-11-01
L00000049128981,HI218595,2018-11-01
L00000049128982,HI233749,2018-11-01
L00000049128983,HI273985,2018-11-01
L00000049128984,HI321252,2018-11-01
L00000049128985,HI368031,2018-11-01
L00000049128986,HI373547,2018-11-01
L00000049128987,HI374524,2018-11-01
L00000049128988,HI378471,2018-11-01
L00000049128989,HI384373,2018-11-01
L00000049128990,HI456699,2018-11-01
L00000049128991,HI466749,2018-11-01
L00000049128992,HI468152,2018-11-01
L00000049128993,HI483820,2018-11-01
L00000049128994,HI492596,2018-11-01
L00000049128995,HI493527,2018-11-01
L00000049128996,HI494466,2018-11-01
L00000049128997,HI515080,2018-11-01
L00000049128998,HI518408,2018-11-01
L00000049128999,HI525283,2018-11-01
L00000049129000,HI548769,2018-11-01
L00000049129001,HI575026,2018-11-01
L00000049129002,HI576699,2018-11-01
L00000049129003,HI587459,2018-11-01
L00000049129004,HI599889,2018-11-01
L00000049129005,HI630247,2018-11-01
L00000049129006,HI631124,2018-11-01
L00000049129007,HI637811,2018-11-01
L00000049129008,HI643983,2018-11-01
L00000049129009,HI673538,2018-11-01
L00000049129010,HI730543,2018-11-01
L00000049129011,HI732386,2018-11-01
L00000049129012,HI764799,2018-11-01
L00000049129013,HI792024,2018-11-01
L00000049129014,HI802082,2018-11-01
L00000049129015,HI813166,2018-11-01
L00000049129016,HI844112,2018-11-01
L00000049129017,HI859532,2018-11-01
L00000049129018,HI866614,2018-11-01
L00000049129019,HI920533,2018-11-01
L00000049129020,HI926833,2018-11-01
L00000049129021,HI957106,2018-11-01
L00000049129022,HI981240,2018-11-01
L00000049129023,HI994023,2018-11-01
L00000049129024,HI994796,2018-11-01
L00000049129025,IK003033,2018-11-01
L00000049129026,IK005076,2018-11-01
L00000049129027,IK031542,2018-11-01
L00000049129028,IK042838,2018-11-01
L00000049129029,IK044135,2018-11-01
L00000049129030,IK066398,2018-11-01
L00000049129031,IK087573,2018-11-01
L00000049129032,IK088722,2018-11-01
L00000049129033,IK112757,2018-11-01
L00000049129034,IK120435,2018-11-01
L00000049129035,IK158306,2018-11-01
L00000049129036,IK166339,2018-11-01
L00000049129037,IK234815,2018-11-01
L00000049129038,IK297810,2018-11-01
L00000049129039,IK315500,2018-11-01
L00000049129040,IK320222,2018-11-01
L00000049129041,IK357517,2018-11-01
L00000049129042,IK364005,2018-11-01
L00000049129043,IK373014,2018-11-01
L00000049129044,IK373678,2018-11-01
L00000049129045,IK379208,2018-11-01
L00000049129046,IK387954,2018-11-01
L00000049129047,IK431402,2018-11-01
L00000049129048,IK433428,2018-11-01
L00000049129049,IK461350,2018-11-01
L00000049129050,IK461411,2018-11-01
L00000049129051,IK480015,2018-11-01
L00000049129052,IK510241,2018-11-01
L00000049129053,IK516783,2018-11-01
L00000049129054,IK572153,2018-11-01
L00000049129055,IK584998,2018-11-01
L00000049129056,IK586219,2018-11-01
L00000049129057,IK620970,2018-11-01
L00000049129058,IK633711,2018-11-01
L00000049129059,IK642724,2018-11-01
L00000049129060,IK653458,2018-11-01
L00000049129061,IK688052,2018-11-01
L00000049129062,IK747199,2018-11-01
L00000049129063,IK749861,2018-11-01
L00000049129064,IK755553,2018-11-01
L00000049129065,IK757849,2018-11-01
L00000049129066,IK802122,2018-11-01
L00000049129067,IK861991,2018-11-01
L00000049129068,IK865460,2018-11-01
L00000049129069,IK871588,2018-11-01
L00000049129070,IK914829,2018-11-01
L00000049129071,IK983460,2018-11-01
L00000049129072,IK999111,2018-11-01
L00000049129073,OA018910,2018-11-01
L00000049129074,OA061841,2018-11-01
L00000049129075,OA082154,2018-11-01
L00000049129076,OA098556,2018-11-01
L00000049129077,OA104710,2018-11-01
L00000049129078,OA113186,2018-11-01
L00000049129079,OA115840,2018-11-01
L00000049129080,OA129078,2018-11-01
L00000049129081,OA166132,2018-11-01
L00000049129082,OA190016,2018-11-01
L00000049129083,OA225531,2018-11-01
L00000049129084,OA233706,2018-11-01
L00000049129085,OA268998,2018-11-01
L00000049129086,OA283367,2018-11-01
L00000049129087,OA290351,2018-11-01
L00000049129088,OA307560,2018-11-01
L00000049129089,OA316605,2018-11-01
L00000049129090,OA327340,2018-11-01
L00000049129091,OA328771,2018-11-01
L00000049129092,OA362502,2018-11-01
L00000049129093,OA369571,2018-11-01
L00000049129094,OA383490,2018-11-01
L00000049129095,OA401352,2018-11-01
L00000049129096,OA405652,2018-11-01
L00000049129097,OA408529,2018-11-01
L00000049129098,OA410852,2018-11-01
L00000049129099,OA419310,2018-11-01
L00000049129100,OA423930,2018-11-01
L00000049129101,OA443238,2018-11-01
L00000049129102,OA467198,2018-11-01
L00000049129103,OA476099,2018-11-01
L00000049129104,OA484337,2018-11-01
L00000049129105,OA515865,2018-11-01
L00000049129106,OA535401,2018-11-01
L00000049129107,OA544396,2018-11-01
L00000049129108,OA549397,2018-11-01
L00000049129109,OA551532,2018-11-01
L00000049129110,OA587066,2018-11-01
L00000049129111,OA591930,2018-11-01
L00000049129112,OA620655,2018-11-01
L00000049129113,OA642994,2018-11-01
L00000049129114,OA694885,2018-11-01
L00000049129115,OA719899,2018-11-01
L00000049129116,OA736727,2018-11-01
L00000049129117,OA769163,2018-11-01
L00000049129118,OA776086,2018-11-01
L00000049129119,OA782311,2018-11-01
L00000049129120,OA789036,2018-11-01
L00000049129121,OA796761,2018-11-01
L00000049129122,OA802485,2018-11-01
L00000049129123,OA816679,2018-11-01
L00000049129124,OA818666,2018-11-01
L00000049129125,OA822905,2018-11-01
L00000049129126,OA823412,2018-11-01
L00000049129127,OA829372,2018-11-01
L00000049129128,OA868549,2018-11-01
L00000049129129,OA871608,2018-11-01
L00000049129130,OA874597,2018-11-01
L00000049129131,OA885929,2018-11-01
L00000049129132,OA886148,2018-11-01
L00000049129133,OA912932,2018-11-01
L00000049129134,OA953837,2018-11-01
L00000049129135,OA973146,2018-11-01
L00000049129136,OA979523,2018-11-01
L00000049129137,OA983554,2018-11-01
L00000049129138,PL003692,2018-11-01
L00000049129139,PL008262,2018-11-01
L00000049129140,PL020585,2018-11-01
L00000049129141,PL049278,2018-11-01
L00000049129142,PL053548,2018-11-01
L00000049129143,PL089782,2018-11-01
L00000049129144,PL112227,2018-11-01
L00000049129145,PL147335,2018-11-01
L00000049129146,PL150080,2018-11-01
L00000049129147,PL152339,2018-11-01
L00000049129148,PL188904,2018-11-01
L00000049129149,PL210567,2018-11-01
L00000049129150,PL215752,2018-11-01
L00000049129151,PL249372,2018-11-01
L00000049129152,PL251182,2018-11-01
L00000049129153,PL256725,2018-11-01
L00000049129154,PL279584,2018-11-01
L00000049129155,PL299549,2018-11-01
L00000049129156,PL325020,2018-11-01
L00000049129157,PL339883,2018-11-01
L00000049129158,PL351843,2018-11-01
L00000049129159,PL353207,2018-11-01
L00000049129160,PL353504,2018-11-01
L00000049129161,PL361492,2018-11-01
L00000049129162,PL392913,2018-11-01
L00000049129163,PL400427,2018-11-01
L00000049129164,PL407755,2018-11-01
L00000049129165,PL430333,2018-11-01
L00000049129166,PL445190,2018-11-01
L00000049129167,PL487301,2018-11-01
L00000049129168,PL560620,2018-11-01
L00000049129169,PL572723,2018-11-01
L00000049129170,PL613503,2018-11-01
L00000049129171,PL615581,2018-11-01
L00000049129172,PL622205,2018-11-01
L00000049129173,PL634236,2018-11-01
L00000049129174,PL635475,2018-11-01
L00000049129175,PL659401,2018-11-01
L00000049129176,PL666557,2018-11-01
L00000049129177,PL678909,2018-11-01
L00000049129178,PL706600,2018-11-01
L00000049129179,PL709791,2018-11-01
L00000049129180,PL731207,2018-11-01
L00000049129181,PL744883,2018-11-01
L00000049129182,PL783702,2018-11-01
L00000049129183,PL784859,2018-11-01
L00000049129184,PL861755,2018-11-01
L00000049129185,PL876696,2018-11-01
L00000049129186,PL902037,2018-11-01
L00000049129187,PL923434,2018-11-01
L00000049129188,PL946134,2018-11-01
L00000049129189,PL964421,2018-11-01
L00000049129190,PL966722,2018-11-01
L00000049129191,PL988813,2018-11-01
L00000049129192,PL990087,2018-11-01
L00000049129193,TS044469,2018-11-01
L00000049129194,TS051818,2018-11-01
L00000049129195,TS059971,2018-11-01
L00000049129196,TS063530,2018-11-01
L00000049129197,TS076452,2018-11-01
L00000049129198,TS106731,2018-11-01
L00000049129199,TS124176,2018-11-01
L00000049129200,TS159187,2018-11-01
L00000049129201,TS186053,2018-11-01
L00000049129202,TS186877,2018-11-01
L00000049129203,TS209540,2018-11-01
L00000049129204,TS210661,2018-11-01
L00000049129205,TS217776,2018-11-01
L00000049129206,TS260662,2018-11-01
L00000049129207,TS277035,2018-11-01
L00000049129208,TS278201,2018-11-01
L00000049129209,TS283431,2018-11-01
L00000049129210,TS294433,2018-11-01
L00000049129211,TS300891,2018-11-01
L00000049129212,TS310889,2018-11-01
L00000049129213,TS311478,2018-11-01
L00000049129214,TS332485,2018-11-01
L00000049129215,TS342811,2018-11-01
L00000049129216,TS343738,2018-11-01
L00000049129217,TS361500,2018-11-01
L00000049129218,TS365803,2018-11-01
L00000049129219,TS407799,2018-11-01
L00000049129220,TS416373,2018-11-01
L00000049129221,TS466629,2018-11-01
L00000049129222,TS487207,2018-11-01
L00000049129223,TS493191,2018-11-01
L00000049129224,TS569923,2018-11-01
L00000049129225,TS581064,2018-11-01
L00000049129226,TS594841,2018-11-01
L00000049129227,TS600370,2018-11-01
L00000049129228,TS600511,2018-11-01
L00000049129229,TS637007,2018-11-01
L00000049129230,TS651558,2018-11-01
L00000049129231,TS682265,2018-11-01
L00000049129232,TS695571,2018-11-01
L00000049129233,TS721551,2018-11-01
